codgeo,ze2020,libze2020,population_2021_total
01367,8405,Bourg-en-Bresse,707.0
01368,8405,Bourg-en-Bresse,848.0
01369,8405,Bourg-en-Bresse,954.0
01370,0059,Mâcon,1659.0
01371,8421,Lyon,1261.0
01372,8404,Belley,436.0
01373,8425,Oyonnax,1033.0
01374,8405,Bourg-en-Bresse,1899.0
01375,8405,Bourg-en-Bresse,781.0
01376,8421,Lyon,4155.0
01378,8421,Lyon,2748.0
01379,8405,Bourg-en-Bresse,756.0
01380,8405,Bourg-en-Bresse,598.0
01381,8405,Bourg-en-Bresse,922.0
01382,8434,Villefranche-sur-Saône,331.0
01383,8405,Bourg-en-Bresse,1641.0
01384,8405,Bourg-en-Bresse,2173.0
01385,8405,Bourg-en-Bresse,943.0
01386,8405,Bourg-en-Bresse,1125.0
01387,8405,Bourg-en-Bresse,260.0
01388,8405,Bourg-en-Bresse,1119.0
01389,8434,Villefranche-sur-Saône,1857.0
01390,8405,Bourg-en-Bresse,1234.0
01391,8405,Bourg-en-Bresse,284.0
01392,8425,Oyonnax,660.0
01393,8405,Bourg-en-Bresse,567.0
01396,8405,Bourg-en-Bresse,997.0
01397,8416,Le Genevois Français,992.0
01398,8434,Villefranche-sur-Saône,1449.0
01399,8416,Le Genevois Français,2412.0
01400,8405,Bourg-en-Bresse,137.0
01401,8416,Le Genevois Français,2218.0
01402,0059,Mâcon,648.0
01403,8405,Bourg-en-Bresse,1312.0
01404,8405,Bourg-en-Bresse,134.0
01405,8405,Bourg-en-Bresse,1270.0
01406,8405,Bourg-en-Bresse,175.0
01407,8416,Le Genevois Français,1001.0
01408,8405,Bourg-en-Bresse,656.0
01410,8425,Oyonnax,292.0
01411,8405,Bourg-en-Bresse,267.0
01412,8405,Bourg-en-Bresse,608.0
01415,8404,Belley,519.0
01416,8405,Bourg-en-Bresse,1013.0
01418,8421,Lyon,1156.0
01419,8416,Le Genevois Français,6136.0
01420,8434,Villefranche-sur-Saône,1655.0
01421,8405,Bourg-en-Bresse,744.0
01422,8405,Bourg-en-Bresse,1352.0
01423,8434,Villefranche-sur-Saône,1198.0
01424,8421,Lyon,1843.0
01425,8405,Bourg-en-Bresse,286.0
01426,8405,Bourg-en-Bresse,2500.0
01427,8434,Villefranche-sur-Saône,6947.0
01428,8434,Villefranche-sur-Saône,131.0
01429,8405,Bourg-en-Bresse,717.0
01430,8405,Bourg-en-Bresse,654.0
01431,8405,Bourg-en-Bresse,1234.0
01432,8405,Bourg-en-Bresse,339.0
01433,8405,Bourg-en-Bresse,301.0
01434,8405,Bourg-en-Bresse,494.0
01435,8416,Le Genevois Français,2137.0
01436,8416,Le Genevois Français,502.0
01437,8405,Bourg-en-Bresse,219.0
01439,0059,Mâcon,98.0
01441,8425,Oyonnax,735.0
01443,8405,Bourg-en-Bresse,4954.0
01444,8405,Bourg-en-Bresse,1197.0
01445,8405,Bourg-en-Bresse,617.0
01446,8434,Villefranche-sur-Saône,1569.0
01447,8405,Bourg-en-Bresse,1353.0
01448,8416,Le Genevois Français,400.0
01449,8405,Bourg-en-Bresse,762.0
01450,8405,Bourg-en-Bresse,3793.0
01451,8405,Bourg-en-Bresse,6808.0
01452,8404,Belley,1118.0
01453,8404,Belley,713.0
01454,8404,Belley,1127.0
01456,8404,Belley,71.0
01457,0059,Mâcon,3216.0
02001,3220,Saint-Quentin,507.0
02002,3220,Saint-Quentin,594.0
02003,3221,Soissons,1016.0
02004,3214,Laon,186.0
02005,3214,Laon,393.0
02006,3220,Saint-Quentin,259.0
02007,3214,Laon,120.0
02008,3221,Soissons,303.0
02009,3220,Saint-Quentin,527.0
02010,3221,Soissons,169.0
02011,3221,Soissons,1181.0
02012,3221,Soissons,78.0
02013,3214,Laon,387.0
02014,3220,Saint-Quentin,716.0
02015,3221,Soissons,76.0
02016,3220,Saint-Quentin,212.0
02017,3220,Saint-Quentin,295.0
02018,3214,Laon,2549.0
02019,3220,Saint-Quentin,355.0
02020,3217,Maubeuge,455.0
02021,3214,Laon,79.0
02022,3209,Château-Thierry,399.0
02023,3209,Château-Thierry,99.0
02024,3214,Laon,47.0
02025,3220,Saint-Quentin,365.0
02027,3214,Laon,206.0
02028,3214,Laon,2601.0
02029,3220,Saint-Quentin,348.0
02030,3220,Saint-Quentin,248.0
02031,3217,Maubeuge,660.0
02032,3220,Saint-Quentin,247.0
02033,3214,Laon,101.0
02034,3221,Soissons,116.0
02035,3220,Saint-Quentin,281.0
02036,3221,Soissons,70.0
02037,3214,Laon,1369.0
02038,3214,Laon,62.0
02039,3214,Laon,175.0
02040,3217,Maubeuge,176.0
02041,3220,Saint-Quentin,805.0
02042,3209,Château-Thierry,375.0
02043,3221,Soissons,63.0
02044,3214,Laon,25.0
02046,3214,Laon,557.0
02047,3214,Laon,108.0
02048,3214,Laon,130.0
02049,3220,Saint-Quentin,739.0
02050,3217,Maubeuge,319.0
02051,3209,Château-Thierry,392.0
02052,3221,Soissons,129.0
02053,3209,Château-Thierry,581.0
02054,3221,Soissons,524.0
02055,3217,Maubeuge,86.0
02056,3220,Saint-Quentin,176.0
02057,3220,Saint-Quentin,1368.0
02058,3214,Laon,832.0
02059,3220,Saint-Quentin,2672.0
02060,3220,Saint-Quentin,252.0
02061,3220,Saint-Quentin,258.0
02062,3209,Château-Thierry,134.0
02063,3220,Saint-Quentin,380.0
02064,3221,Soissons,3693.0
02065,3220,Saint-Quentin,574.0
02066,3220,Saint-Quentin,191.0
02067,3217,Maubeuge,208.0
02068,3214,Laon,83.0
02069,3214,Laon,105.0
02070,3220,Saint-Quentin,438.0
02071,3221,Soissons,641.0
02072,3214,Laon,180.0
02073,3214,Laon,703.0
02074,3214,Laon,587.0
02075,3220,Saint-Quentin,193.0
02076,3214,Laon,149.0
02078,3221,Soissons,167.0
02079,3217,Maubeuge,142.0
02080,3214,Laon,322.0
02081,3220,Saint-Quentin,428.0
02082,3209,Château-Thierry,113.0
02083,3209,Château-Thierry,746.0
02084,3209,Château-Thierry,252.0
02085,3209,Château-Thierry,991.0
02086,3220,Saint-Quentin,996.0
02087,3221,Soissons,34.0
02088,3214,Laon,84.0
02089,3221,Soissons,1151.0
02090,3209,Château-Thierry,199.0
02091,3221,Soissons,92.0
02093,3221,Soissons,1261.0
02094,3209,Château-Thierry,471.0
02095,3220,Saint-Quentin,5721.0
02096,3214,Laon,191.0
02097,3214,Laon,265.0
02098,3209,Château-Thierry,377.0
02099,3209,Château-Thierry,211.0
02100,3220,Saint-Quentin,139.0
02101,3214,Laon,178.0
02102,3214,Laon,186.0
02103,3220,Saint-Quentin,1324.0
02104,3214,Laon,96.0
02105,3209,Château-Thierry,190.0
02106,3214,Laon,810.0
02107,3221,Soissons,104.0
02108,3214,Laon,152.0
02109,3217,Maubeuge,472.0
02110,3221,Soissons,2237.0
02111,3214,Laon,718.0
02112,3220,Saint-Quentin,556.0
02114,3209,Château-Thierry,1635.0
02115,3221,Soissons,183.0
02116,3217,Maubeuge,138.0
02117,3220,Saint-Quentin,67.0
02118,3221,Soissons,130.0
02119,3209,Château-Thierry,319.0
02120,3221,Soissons,195.0
02121,3209,Château-Thierry,228.0
02122,3214,Laon,55.0
02123,3220,Saint-Quentin,298.0
02124,3220,Saint-Quentin,653.0
02125,3209,Château-Thierry,181.0
02126,3214,Laon,453.0
02127,3209,Château-Thierry,191.0
02128,3214,Laon,1432.0
02129,3221,Soissons,19.0
02130,3217,Maubeuge,200.0
02131,3221,Soissons,1882.0
02132,3214,Laon,189.0
02133,3214,Laon,401.0
02134,3217,Maubeuge,849.0
02135,3217,Maubeuge,1136.0
02136,3217,Maubeuge,124.0
02137,3209,Château-Thierry,141.0
02138,3221,Soissons,192.0
02139,3220,Saint-Quentin,453.0
02140,3221,Soissons,447.0
02141,3217,Maubeuge,1769.0
02142,3220,Saint-Quentin,249.0
02143,3220,Saint-Quentin,185.0
02144,3220,Saint-Quentin,142.0
02145,3220,Saint-Quentin,546.0
02146,3209,Château-Thierry,99.0
02148,3221,Soissons,255.0
02149,3220,Saint-Quentin,59.0
02150,3214,Laon,62.0
02151,3214,Laon,115.0
02152,3221,Soissons,87.0
02153,3214,Laon,785.0
02154,3221,Soissons,367.0
02155,3214,Laon,187.0
02156,3214,Laon,250.0
02157,3214,Laon,832.0
02158,3214,Laon,270.0
02159,3221,Soissons,304.0
02160,3214,Laon,512.0
02162,3209,Château-Thierry,298.0
02163,3209,Château-Thierry,2581.0
02164,3209,Château-Thierry,326.0
02165,3220,Saint-Quentin,1624.0
02166,3209,Château-Thierry,358.0
02167,3221,Soissons,886.0
02168,3209,Château-Thierry,15204.0
02169,3214,Laon,84.0
02170,3220,Saint-Quentin,124.0
02171,3214,Laon,90.0
02172,3221,Soissons,251.0
02173,3220,Saint-Quentin,11496.0
02174,3214,Laon,841.0
02175,3221,Soissons,165.0
02176,3221,Soissons,207.0
02177,3214,Laon,144.0
02178,3214,Laon,115.0
02179,3221,Soissons,379.0
02180,3214,Laon,736.0
02181,3214,Laon,91.0
02182,3214,Laon,121.0
02183,3214,Laon,185.0
02184,3214,Laon,340.0
02185,3209,Château-Thierry,380.0
02186,3209,Château-Thierry,1322.0
02187,3209,Château-Thierry,1157.0
02188,3220,Saint-Quentin,143.0
02189,3214,Laon,349.0
02190,3221,Soissons,527.0
02191,3214,Laon,500.0
02192,3221,Soissons,375.0
02193,3209,Château-Thierry,66.0
02194,3214,Laon,177.0
02195,3221,Soissons,896.0
02196,3214,Laon,300.0
02197,3217,Maubeuge,525.0
02198,3221,Soissons,233.0
02199,3220,Saint-Quentin,593.0
02200,3214,Laon,101.0
02201,3221,Soissons,458.0
02203,3209,Château-Thierry,1253.0
02204,3217,Maubeuge,63.0
02205,3214,Laon,213.0
02206,3220,Saint-Quentin,73.0
02207,3220,Saint-Quentin,218.0
02208,3214,Laon,260.0
02209,3209,Château-Thierry,675.0
02210,3221,Soissons,358.0
02211,3214,Laon,327.0
02212,3220,Saint-Quentin,692.0
02213,3209,Château-Thierry,330.0
02214,3220,Saint-Quentin,61.0
02215,3214,Laon,846.0
02216,3221,Soissons,304.0
02217,3221,Soissons,987.0
02218,3214,Laon,646.0
02219,3221,Soissons,195.0
02220,3209,Château-Thierry,442.0
02221,3209,Château-Thierry,156.0
02222,3214,Laon,37.0
02223,3209,Château-Thierry,302.0
02224,3221,Soissons,344.0
02225,3209,Château-Thierry,83.0
02226,3221,Soissons,1854.0
02227,3209,Château-Thierry,121.0
02228,3209,Château-Thierry,349.0
02229,3214,Laon,75.0
02230,3221,Soissons,180.0
02231,3214,Laon,936.0
02232,3221,Soissons,365.0
02233,3209,Château-Thierry,139.0
02234,3214,Laon,83.0
02235,3214,Laon,114.0
02236,3221,Soissons,326.0
02237,3214,Laon,1503.0
02238,3214,Laon,1803.0
02239,3209,Château-Thierry,1220.0
02240,3220,Saint-Quentin,192.0
02241,3209,Château-Thierry,90.0
02242,3209,Château-Thierry,624.0
02243,3221,Soissons,2999.0
02244,3220,Saint-Quentin,64.0
02245,3221,Soissons,1787.0
02246,3220,Saint-Quentin,603.0
02248,3214,Laon,155.0
02249,3221,Soissons,101.0
02250,3214,Laon,76.0
02251,3214,Laon,26.0
02252,3214,Laon,71.0
02253,3221,Soissons,355.0
02254,3221,Soissons,127.0
02255,3221,Soissons,157.0
02256,3214,Laon,128.0
02257,3220,Saint-Quentin,438.0
02258,3221,Soissons,372.0
02259,3221,Soissons,386.0
02260,3220,Saint-Quentin,639.0
02261,3214,Laon,388.0
02262,3220,Saint-Quentin,207.0
02263,3221,Soissons,113.0
02264,3214,Laon,726.0
02265,3214,Laon,88.0
02266,3214,Laon,40.0
02267,3221,Soissons,301.0
02268,3209,Château-Thierry,625.0
02269,3217,Maubeuge,152.0
02270,3220,Saint-Quentin,165.0
02271,3209,Château-Thierry,130.0
02272,3221,Soissons,76.0
02273,3220,Saint-Quentin,196.0
02274,3214,Laon,183.0
02275,3217,Maubeuge,316.0
02276,3220,Saint-Quentin,117.0
02277,3221,Soissons,341.0
02278,3217,Maubeuge,32.0
02279,3209,Château-Thierry,544.0
02280,3209,Château-Thierry,410.0
02281,3209,Château-Thierry,249.0
02282,3214,Laon,432.0
02283,3214,Laon,284.0
02284,3217,Maubeuge,102.0
02286,3217,Maubeuge,855.0
02287,3220,Saint-Quentin,1054.0
02288,3220,Saint-Quentin,347.0
02289,3209,Château-Thierry,411.0
02290,3209,Château-Thierry,2719.0
02291,3220,Saint-Quentin,409.0
02292,3209,Château-Thierry,1335.0
02293,3220,Saint-Quentin,548.0
02294,3214,Laon,207.0
02295,3217,Maubeuge,848.0
02296,3220,Saint-Quentin,1182.0
02297,3209,Château-Thierry,125.0
02298,3220,Saint-Quentin,1457.0
02299,3214,Laon,529.0
02302,3221,Soissons,340.0
02303,3220,Saint-Quentin,698.0
02304,3220,Saint-Quentin,2850.0
02305,3209,Château-Thierry,2925.0
02306,3214,Laon,514.0
02307,3221,Soissons,2047.0
02308,3217,Maubeuge,503.0
02309,3214,Laon,695.0
02310,3220,Saint-Quentin,249.0
02312,3217,Maubeuge,1093.0
02313,3220,Saint-Quentin,440.0
02315,3220,Saint-Quentin,1661.0
02316,3221,Soissons,125.0
02317,3220,Saint-Quentin,205.0
02318,3221,Soissons,1370.0
02319,3220,Saint-Quentin,503.0
02320,3220,Saint-Quentin,229.0
02321,3217,Maubeuge,876.0
02322,3220,Saint-Quentin,381.0
02323,3220,Saint-Quentin,136.0
02324,3217,Maubeuge,297.0
02326,3221,Soissons,464.0
02327,3220,Saint-Quentin,161.0
02328,3209,Château-Thierry,513.0
02329,3214,Laon,424.0
02330,3220,Saint-Quentin,562.0
02331,3217,Maubeuge,108.0
02332,3209,Château-Thierry,274.0
02333,3214,Laon,161.0
02334,3220,Saint-Quentin,2934.0
02335,3214,Laon,175.0
02336,3220,Saint-Quentin,981.0
02337,3217,Maubeuge,185.0
02338,3214,Laon,248.0
02339,3209,Château-Thierry,699.0
02340,3220,Saint-Quentin,5204.0
02341,3217,Maubeuge,257.0
02342,3217,Maubeuge,131.0
02343,3220,Saint-Quentin,83.0
02345,3220,Saint-Quentin,38.0
02346,3214,Laon,644.0
02347,3209,Château-Thierry,432.0
02349,3214,Laon,59.0
02350,3214,Laon,139.0
02351,3209,Château-Thierry,113.0
02352,3220,Saint-Quentin,567.0
02353,3214,Laon,275.0
02354,3214,Laon,79.0
02355,3220,Saint-Quentin,998.0
02356,3209,Château-Thierry,233.0
02357,3217,Maubeuge,66.0
02358,3220,Saint-Quentin,315.0
02359,3220,Saint-Quentin,1259.0
02360,3214,Laon,2784.0
02361,3220,Saint-Quentin,4533.0
02362,3220,Saint-Quentin,239.0
02363,3221,Soissons,368.0
02364,3214,Laon,250.0
02366,3220,Saint-Quentin,327.0
02367,3220,Saint-Quentin,161.0
02368,3221,Soissons,560.0
02369,3217,Maubeuge,243.0
02370,3220,Saint-Quentin,571.0
02371,3220,Saint-Quentin,1557.0
02372,3221,Soissons,339.0
02373,3217,Maubeuge,189.0
02374,3220,Saint-Quentin,843.0
02375,3209,Château-Thierry,161.0
02376,3220,Saint-Quentin,179.0
02377,3220,Saint-Quentin,132.0
02378,3217,Maubeuge,123.0
02379,3220,Saint-Quentin,195.0
02380,3220,Saint-Quentin,27.0
02381,3217,Maubeuge,8662.0
02382,3220,Saint-Quentin,1356.0
02383,3220,Saint-Quentin,1433.0
02384,3217,Maubeuge,58.0
02385,3220,Saint-Quentin,167.0
02386,3220,Saint-Quentin,221.0
02387,3220,Saint-Quentin,999.0
02388,3214,Laon,220.0
02389,3209,Château-Thierry,665.0
02390,3220,Saint-Quentin,255.0
02391,3217,Maubeuge,218.0
02392,3220,Saint-Quentin,319.0
02393,3221,Soissons,138.0
02395,3221,Soissons,132.0
