source_system,dataset_title,organization,dataset_page,resource_title,resource_format,resource_url,year_signal,coverage_signal,access_status,content_type,content_length,classification,usable_for_mosaic,notes
data_gouv,BPE 76 Services Commerce 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/bpe-76-services-commerce-2020,KML,kml,https://www.opendata76.fr/datasets/seine-maritime::bpe-76-services-commerce-2020.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,BPE 76 Services Commerce 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/bpe-76-services-commerce-2020,KML,kml,https://www.opendata76.fr/datasets/seine-maritime::bpe-76-services-commerce-2020.kml?where=1=1&outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,BPE 76 Services Commerce 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/bpe-76-services-commerce-2020,KML,kml,https://www.opendata76.fr/api/download/v1/items/880668448b96485e802121cf67de5ac7/kml?layers=0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,BPE 76 Services Commerce 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/bpe-76-services-commerce-2020,SQLite Geodatabase,gdb,https://www.opendata76.fr/api/download/v1/items/880668448b96485e802121cf67de5ac7/sqlite?layers=0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,BPE 76 Services Commerce 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/bpe-76-services-commerce-2020,Shapefile,zip,https://www.opendata76.fr/datasets/seine-maritime::bpe-76-services-commerce-2020.zip?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,BPE 76 Services Commerce 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/bpe-76-services-commerce-2020,Shapefile,zip,https://www.opendata76.fr/datasets/seine-maritime::bpe-76-services-commerce-2020.zip?where=1=1&outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,BPE 76 Services Commerce 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/bpe-76-services-commerce-2020,Shapefile,zip,https://www.opendata76.fr/api/download/v1/items/880668448b96485e802121cf67de5ac7/shapefile?layers=0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,ArcGIS GeoService,arcgis geoservices rest api,https://services-eu1.arcgis.com/Nt9PzCzX9tz2k5Lq/arcgis/rest/services/bpe20_76_sport_loisir_xy/FeatureServer/0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,ArcGIS Hub Dataset,web page,https://www.opendata76.fr/maps/seine-maritime::base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,ArcGIS Hub Dataset,web page,https://www.opendata76.fr/datasets/seine-maritime::base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,CSV,csv,https://www.opendata76.fr/datasets/seine-maritime::base-permanente-des-equipements-insee-76-sports-et-loisirs-2020.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,CSV,csv,https://www.opendata76.fr/datasets/seine-maritime::base-permanente-des-equipements-insee-76-sports-et-loisirs-2020.csv?where=1=1&outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,CSV,csv,https://www.opendata76.fr/api/download/v1/items/eae3566249054fbbacd026fb57e91bd7/csv?layers=0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,Excel,xlsx,https://www.opendata76.fr/api/download/v1/items/eae3566249054fbbacd026fb57e91bd7/excel?layers=0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,Feature Collection,txt,https://www.opendata76.fr/api/download/v1/items/eae3566249054fbbacd026fb57e91bd7/featureCollection?layers=0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,File Geodatabase,zip,https://www.opendata76.fr/api/download/v1/items/eae3566249054fbbacd026fb57e91bd7/filegdb?layers=0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,GeoJSON,geojson,https://www.opendata76.fr/datasets/seine-maritime::base-permanente-des-equipements-insee-76-sports-et-loisirs-2020.geojson?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,GeoJSON,geojson,https://www.opendata76.fr/datasets/seine-maritime::base-permanente-des-equipements-insee-76-sports-et-loisirs-2020.geojson?where=1=1&outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,GeoJSON,geojson,https://www.opendata76.fr/api/download/v1/items/eae3566249054fbbacd026fb57e91bd7/geojson?layers=0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,GeoPackage,gpkg,https://www.opendata76.fr/api/download/v1/items/eae3566249054fbbacd026fb57e91bd7/geoPackage?layers=0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,KML,kml,https://www.opendata76.fr/datasets/seine-maritime::base-permanente-des-equipements-insee-76-sports-et-loisirs-2020.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,KML,kml,https://www.opendata76.fr/datasets/seine-maritime::base-permanente-des-equipements-insee-76-sports-et-loisirs-2020.kml?where=1=1&outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,KML,kml,https://www.opendata76.fr/api/download/v1/items/eae3566249054fbbacd026fb57e91bd7/kml?layers=0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,SQLite Geodatabase,gdb,https://www.opendata76.fr/api/download/v1/items/eae3566249054fbbacd026fb57e91bd7/sqlite?layers=0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,Shapefile,zip,https://www.opendata76.fr/datasets/seine-maritime::base-permanente-des-equipements-insee-76-sports-et-loisirs-2020.zip?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,Shapefile,zip,https://www.opendata76.fr/datasets/seine-maritime::base-permanente-des-equipements-insee-76-sports-et-loisirs-2020.zip?where=1=1&outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,Shapefile,zip,https://www.opendata76.fr/api/download/v1/items/eae3566249054fbbacd026fb57e91bd7/shapefile?layers=0,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Carte BPE 76 Services Commerces 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/carte-bpe-76-services-commerces-2020,ArcGIS Hub Dataset,web page,https://www.opendata76.fr/maps/seine-maritime::carte-bpe-76-services-commerces-2020,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Carte Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/carte-base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,ArcGIS Hub Dataset,web page,https://www.opendata76.fr/maps/seine-maritime::carte-base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Tableau de bord interactif Base Permanente des Equipements 76 Services Commerces 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/tblint-bpe-76-services-commerces-2020,ArcGIS Hub Dataset,web page,https://www.opendata76.fr/apps/seine-maritime::tblint-bpe-76-services-commerces-2020,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,Tableau de bord interactif Base Permanente des Equipements 76 Services Commerces 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/tblint-bpe-76-services-commerces-2020,ArcGIS Hub Dataset,web page,https://www.opendata76.fr/apps/seine-maritime::tableau-de-bord-interactif-base-permanente-des-equipements-76-services-commerces-2020,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
data_gouv,TbInt Base Permanente des Equipements - INSEE - 76 - Sports et Loisirs - 2020,Département de la Seine-Maritime,https://www.data.gouv.fr/datasets/tbint-base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,ArcGIS Hub Dataset,web page,https://www.opendata76.fr/apps/seine-maritime::tbint-base-permanente-des-equipements-insee-76-sports-et-loisirs-2020,2020,departmental,not_probed,,,departmental_mosaic_candidate_needs_probe,maybe,discovered via data.gouv search
ckan_ternum_bfc,Base permanente des équipements localisée sur la région,Institut national de la statistique et des études économiques (INSEE),https://trouver.ternum-bfc.fr/dataset/base-permanente-des-equipements-localise-sur-la-region,Descriptif de contenu BPE20 Ensemble,PDF,https://trouver.ternum-bfc.fr/dataset/0a85a5bf-46e5-4275-abde-9da667bce4e3/resource/79000055-cc97-47c5-b2e4-3b7907b5312b/download/contenu_bpe20_ensemble_xy.pdf,2020,national_or_france_claim,not_probed,,,national_claim_needs_probe,maybe,"La base permanente des équipements (BPE) est une source statistique qui fournit le niveau d'équipements et de services rendus à la population sur un territoire. Les résultats sont proposés sous forme de bases de données dans différents formats et pour deux niveaux géographiques : les communes et les Iris. 

L'offre comprend également des bases de données où de nombreux équipements sont géolocalisés.




La base est alimentée par plusieurs sources administratives :

Six répertoires :  

- ADELI (Automatisation DE Listes) enregistrement des diplômes des professionnels de santé, du social et des psychologues, fichier géré par la direction de la Recherche, des Études, de l'Évaluation et des Statistiques (Drees) du ministère en charge de la santé ;  

- RPPS (Répertoire Partagé des discovered via CKAN; api={}"
direct_historical_insee,INSEE historical BPE 2020,INSEE,https://www.insee.fr/fr/statistiques/3568629,bpe20_ensemble_csv.zip,zip,https://www.insee.fr/fr/statistiques/fichier/3568629/bpe20_ensemble_csv.zip,2020,,not_probed,,,national_exact_needs_probe,maybe,historical URL from old scripts and documentation
ckan_openig,Base permanente des équipements (BPE) Occitanie - INSEE,OPenIG,https://ckan.openig.org/dataset/base-permanente-des-equipements-bpe-occitanie-insee,BPE Ensemble géolocalisé (Occitanie) - INSEE 2020,SHP,https://ckan.openig.org/dataset/52e8c0e9-71be-4915-a1e5-7f3d42ae406b/resource/dbe06bdc-ec95-4964-a24c-006a51e04067/download/bpe_occitanie_2020.zip,2020,regional,not_probed,,,regional_mosaic_candidate_needs_probe,maybe,"La base permanente des équipements (BPE) est une base à vocation statistique de l'[INSEE](https://www.insee.fr/). Elle répertorie un large éventail d'équipements et de services, marchands ou non, accessibles au public sur l'ensemble de la France au 1ᵉʳ janvier de chaque année. Un équipement est défini comme un service rendu par un établissement. Ainsi, un établissement peut être compté plusieurs fois dans la base, s’il rend plusieurs services.

En 2020, elle porte sur 188 types de services et équipements différents, répartis en sept grands domaines : services aux particuliers, commerces, enseignement, santé-social, transports-déplacements, sports-loisirs-culture et tourisme. 

La BPE est construite à partir de sources administratives diverses. Elle rassemble des données sur des points  discovered via CKAN; api={""url"": ""https://mapserver.openig.org/maps/openig"", ""typename"": ""bpe_insee_occitanie_2020_32b2cb7"", ""getlegendgraphic"": ""https://mapserver.openig.org/maps/openig?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetLegendGraphic&LAYER=bpe_insee_occitanie_2020_32b2cb7&FORMAT=image/png"", ""geojson"": ""https://mapserver.openig.org/maps/openig?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetFeature&TYPENAME=bpe_insee_occitanie_2020_32b2cb7&OUTPUTFORMAT=geojson&CRSNAME=EPSG:4326""}"
ckan_openig,Base permanente des équipements (BPE) Occitanie - INSEE,OPenIG,https://ckan.openig.org/dataset/base-permanente-des-equipements-bpe-occitanie-insee,BPE Ensemble géolocalisé (Occitanie) - INSEE 2021,SHP,https://ckan.openig.org/dataset/52e8c0e9-71be-4915-a1e5-7f3d42ae406b/resource/96bc5f78-e6dd-4ff1-80af-d48352a9a4f0/download/bpe_occitanie_2021.zip,2020,regional,not_probed,,,regional_mosaic_candidate_needs_probe,maybe,"La base permanente des équipements (BPE) est une base à vocation statistique de l'[INSEE](https://www.insee.fr/). Elle répertorie un large éventail d'équipements et de services, marchands ou non, accessibles au public sur l'ensemble de la France au 1ᵉʳ janvier de chaque année. Un équipement est défini comme un service rendu par un établissement. Ainsi, un établissement peut être compté plusieurs fois dans la base, s’il rend plusieurs services.

En 2020, elle porte sur 188 types de services et équipements différents, répartis en sept grands domaines : services aux particuliers, commerces, enseignement, santé-social, transports-déplacements, sports-loisirs-culture et tourisme. 

La BPE est construite à partir de sources administratives diverses. Elle rassemble des données sur des points  discovered via CKAN; api={""url"": ""https://mapserver.openig.org/maps/openig"", ""typename"": ""bpe_occitanie_2021_594b2ff"", ""getlegendgraphic"": ""https://mapserver.openig.org/maps/openig?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetLegendGraphic&LAYER=bpe_occitanie_2021_594b2ff&FORMAT=image/png"", ""geojson"": ""https://mapserver.openig.org/maps/openig?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetFeature&TYPENAME=bpe_occitanie_2021_594b2ff&OUTPUTFORMAT=geojson&CRSNAME=EPSG:4326""}"
ckan_openig,Base permanente des équipements (BPE) Occitanie - INSEE,OPenIG,https://ckan.openig.org/dataset/base-permanente-des-equipements-bpe-occitanie-insee,Liste des équipements BPE - INSEE 2020,PDF,https://ckan.openig.org/dataset/52e8c0e9-71be-4915-a1e5-7f3d42ae406b/resource/fff207f4-8369-4741-9166-4dd3a272f1bd/download/bpe20_liste_equipements_insee-fr.pdf,2020,regional,not_probed,,,regional_mosaic_candidate_needs_probe,maybe,"La base permanente des équipements (BPE) est une base à vocation statistique de l'[INSEE](https://www.insee.fr/). Elle répertorie un large éventail d'équipements et de services, marchands ou non, accessibles au public sur l'ensemble de la France au 1ᵉʳ janvier de chaque année. Un équipement est défini comme un service rendu par un établissement. Ainsi, un établissement peut être compté plusieurs fois dans la base, s’il rend plusieurs services.

En 2020, elle porte sur 188 types de services et équipements différents, répartis en sept grands domaines : services aux particuliers, commerces, enseignement, santé-social, transports-déplacements, sports-loisirs-culture et tourisme. 

La BPE est construite à partir de sources administratives diverses. Elle rassemble des données sur des points  discovered via CKAN; api={}"
ckan_openig,Base permanente des équipements (BPE) Occitanie - INSEE,OPenIG,https://ckan.openig.org/dataset/base-permanente-des-equipements-bpe-occitanie-insee,Liste des équipements BPE - INSEE 2021,PDF,https://ckan.openig.org/dataset/52e8c0e9-71be-4915-a1e5-7f3d42ae406b/resource/dc745e4a-b1c0-4334-b358-74720efc3576/download/bpe21_liste_hierarchisee_equipements.pdf,2020,regional,not_probed,,,regional_mosaic_candidate_needs_probe,maybe,"La base permanente des équipements (BPE) est une base à vocation statistique de l'[INSEE](https://www.insee.fr/). Elle répertorie un large éventail d'équipements et de services, marchands ou non, accessibles au public sur l'ensemble de la France au 1ᵉʳ janvier de chaque année. Un équipement est défini comme un service rendu par un établissement. Ainsi, un établissement peut être compté plusieurs fois dans la base, s’il rend plusieurs services.

En 2020, elle porte sur 188 types de services et équipements différents, répartis en sept grands domaines : services aux particuliers, commerces, enseignement, santé-social, transports-déplacements, sports-loisirs-culture et tourisme. 

La BPE est construite à partir de sources administratives diverses. Elle rassemble des données sur des points  discovered via CKAN; api={}"
ckan_openig,Base permanente des équipements (BPE) Occitanie - INSEE,OPenIG,https://ckan.openig.org/dataset/base-permanente-des-equipements-bpe-occitanie-insee,Table de passage : domaines/sous-domaines/types d'équipements - INSEE 2020,CSV,https://ckan.openig.org/dataset/52e8c0e9-71be-4915-a1e5-7f3d42ae406b/resource/d2e28793-69b8-4af7-a1e1-feb859a09e89/download/bpe20_table_passage.csv,2020,regional,not_probed,,,regional_mosaic_candidate_needs_probe,maybe,"La base permanente des équipements (BPE) est une base à vocation statistique de l'[INSEE](https://www.insee.fr/). Elle répertorie un large éventail d'équipements et de services, marchands ou non, accessibles au public sur l'ensemble de la France au 1ᵉʳ janvier de chaque année. Un équipement est défini comme un service rendu par un établissement. Ainsi, un établissement peut être compté plusieurs fois dans la base, s’il rend plusieurs services.

En 2020, elle porte sur 188 types de services et équipements différents, répartis en sept grands domaines : services aux particuliers, commerces, enseignement, santé-social, transports-déplacements, sports-loisirs-culture et tourisme. 

La BPE est construite à partir de sources administratives diverses. Elle rassemble des données sur des points  discovered via CKAN; api={}"
