source_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16716765,0.0,0.0,0.0,0.0,0.0,0.16560349,0.0,0.0,0.16726471,0.0,0.0,0.0,0.16657723,0.0,0.0,0.0,0.0,0.0,0.0,0.16625057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16713636,0.0,0.0,0.0
19,0.0,0.0,0.0,0.16670197,0.0,0.0,0.0,0.0,0.0,0.0,0.16652507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16714399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16682261,0.0,0.0,0.0,0.0,0.0,0.16642636,0.0,0.0,0.0,0.0,0.0,0.16637993
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16723526,0.0,0.0,0.16627954,0.0,0.0,0.16646977,0.0,0.0,0.0,0.0,0.0,0.16702612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666518,0.16633755
21,0.0,0.0,0.0,0.0,0.16625941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666973,0.0,0.0,0.0,0.0,0.0,0.0,0.16635238,0.0,0.16749875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16687465,0.0,0.0,0.0,0.16631755
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16688287,0.0,0.0,0.0,0.0,0.0,0.16662492,0.0,0.0,0.1666257,0.0,0.0,0.0,0.16731337,0.0,0.0,0.0,0.0,0.0,0.0,0.16610128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16645193,0.0,0.0,0.0
23,0.0,0.0,0.0,0.16694535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16631943,0.0,0.0,0.0,0.1670972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16631553,0.16661282
24,0.16054174,0.16300218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16477579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18353103,0.0,0.15949264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1686566,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16693832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16609377,0.0,0.0,0.0,0.0,0.16757622,0.0,0.0,0.0,0.0,0.0,0.16662796,0.0,0.0,0.0,0.16664308,0.0,0.0,0.0,0.0,0.0,0.16612068
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16663715,0.0,0.0,0.16632149,0.0,0.0,0.16740341,0.0,0.0,0.0,0.0,0.16588414,0.16642174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16733213,0.0
27,0.0,0.0,0.16632631,0.0,0.0,0.1659564,0.0,0.0,0.0,0.0,0.0,0.16699365,0.0,0.16637766,0.0,0.0,0.0,0.16703773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16730823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.16211173,0.16524196,0.0,0.0,0.0,0.0,0.16381364,0.0,0.0,0.0,0.0,0.0,0.1652636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16300088,0.18056816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.16634725,0.0,0.0,0.0,0.0,0.0,0.0,0.16662866,0.0,0.0,0.0,0.0,0.16644369,0.0,0.0,0.0,0.16695845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1672801,0.0,0.0,0.0,0.0,0.0,0.0,0.16634186,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.16646196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16745773,0.0,0.0,0.0,0.16601808,0.0,0.0,0.16622299,0.0,0.0,0.0,0.0,0.0,0.0,0.16606836,0.16777088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1662845,0.0,0.0,0.0,0.0,0.0,0.1672308,0.16642112,0.0,0.0,0.0,0.0,0.16650234,0.0,0.0,0.0,0.16688934
32,0.0,0.0,0.0,0.16645285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1668334,0.0,0.0,0.16665493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16704229,0.0,0.0,0.16633508,0.0,0.0,0.0,0.0,0.0,0.1666815
33,0.0,0.0,0.0,0.0,0.0,0.16665676,0.1668646,0.0,0.0,0.0,0.0,0.16636293,0.0,0.16637889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1661057,0.0,0.0,0.0,0.0,0.0,0.16763113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.16641194,0.0,0.0,0.16588193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16734673,0.0,0.0,0.0,0.0,0.0,0.0,0.16622019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16805163,0.0,0.0,0.0,0.0,0.0,0.0,0.16608763
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16695938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16654044,0.0,0.0,0.0,0.0,0.0,0.1663272,0.0,0.0,0.0,0.0,0.0,0.0,0.16655043,0.0,0.0,0.16725858,0.0,0.0,0.0,0.0,0.0,0.166364
36,0.0,0.0,0.0,0.16630988,0.0,0.0,0.0,0.0,0.0,0.16619317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16646415,0.0,0.0,0.0,0.1664036,0.0,0.0,0.0,0.0,0.0,0.16684408,0.0,0.0,0.0,0.0,0.0,0.0,0.16778515,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.16625518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16676381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16656002,0.0,0.0,0.0,0.0,0.0,0.16728874,0.0,0.0,0.0,0.16646683
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16729969,0.0,0.0,0.0,0.0,0.0,0.16529402,0.0,0.0,0.16734242,0.0,0.0,0.0,0.16660869,0.0,0.0,0.0,0.0,0.0,0.0,0.16598426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16747095,0.0,0.0,0.0
39,0.1670588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16696084,0.0,0.0,0.0,0.0,0.0,0.16600288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16552152,0.0,0.16539837,0.0,0.0,0.0,0.0,0.16905758,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667311,0.0,0.0,0.16647422,0.0,0.0,0.16718541,0.0,0.0,0.0,0.0,0.0,0.16652003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16725664,0.16589059
41,0.0,0.0,0.0,0.16657242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16631179,0.0,0.0,0.0,0.16659123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16673438,0.16671467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16707553
