country,region_system,window_start,window_end,source_sector,target_sector,score_presence,score_sign,score_lag1,score_lag2,inferred_lag,inferred_sign,confidence,stability,covid_period,validation_status,provenance,claim_scope,score_direction
FR,ZE2020,2014,2020,FZ,MN,0.0652950331568718,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,FZ,OQ,0.06578442454338074,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,FZ,RU,0.06498273462057114,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,GI,BE,0.06745048612356186,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,GI,FZ,0.06688183546066284,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,GI,JZ,0.06631394475698471,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,GI,KZ,0.06685120612382889,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,GI,LZ,0.06633733958005905,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,GI,MN,0.06635351479053497,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,GI,OQ,0.06691919267177582,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,GI,RU,0.06605873256921768,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,JZ,BE,0.067153699696064,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,JZ,FZ,0.06661675870418549,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,JZ,GI,0.06601233780384064,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,JZ,KZ,0.06658730655908585,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,JZ,LZ,0.06605571508407593,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,JZ,MN,0.06611066311597824,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,JZ,OQ,0.06666816025972366,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,JZ,RU,0.06589296460151672,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,KZ,BE,0.06707043945789337,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,KZ,FZ,0.06675810366868973,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,KZ,GI,0.06615087389945984,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,KZ,JZ,0.06611838936805725,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,KZ,LZ,0.06605895608663559,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,KZ,MN,0.06626804918050766,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,KZ,OQ,0.06678102910518646,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,KZ,RU,0.0660170465707779,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,LZ,BE,0.0681850016117096,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,LZ,FZ,0.06788135319948196,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,LZ,GI,0.06686728447675705,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,LZ,JZ,0.06696180254220963,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,LZ,KZ,0.06750433892011642,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,LZ,MN,0.06694468855857849,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,LZ,OQ,0.06765914708375931,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,LZ,RU,0.066743403673172,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,MN,BE,0.0671808049082756,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,MN,FZ,0.06661958992481232,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,MN,GI,0.0659642294049263,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,MN,JZ,0.06603716313838959,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,MN,KZ,0.0666014775633812,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,MN,LZ,0.06599859893321991,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,MN,OQ,0.06664383411407471,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,MN,RU,0.06586948782205582,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,OQ,BE,0.06659440696239471,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,OQ,FZ,0.06629628688097,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,OQ,GI,0.06575670838356018,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,OQ,JZ,0.06579627841711044,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,OQ,KZ,0.06632223725318909,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,OQ,LZ,0.06573309749364853,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,OQ,MN,0.06588813662528992,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,OQ,RU,0.06559893488883972,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,RU,BE,0.06681261956691742,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,RU,FZ,0.06627192348241806,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,RU,GI,0.06574372947216034,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,RU,JZ,0.06584735214710236,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,RU,KZ,0.06643787026405334,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,RU,LZ,0.06581936776638031,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,RU,MN,0.0659344494342804,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2014,2020,RU,OQ,0.0664219930768013,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,pre_covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,BE,FZ,0.06728646904230118,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,BE,GI,0.06692308187484741,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,BE,JZ,0.06700842827558517,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,BE,KZ,0.06744410842657089,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,BE,LZ,0.06671950966119766,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,BE,MN,0.06698553264141083,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,BE,OQ,0.0675736516714096,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,BE,RU,0.06635886430740356,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,FZ,BE,0.06540267914533615,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,FZ,GI,0.06581118702888489,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,FZ,JZ,0.06583093106746674,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,FZ,KZ,0.06640242040157318,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,FZ,LZ,0.06561998277902603,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,FZ,MN,0.06589352339506149,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,FZ,OQ,0.06638938933610916,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,FZ,RU,0.06547287106513977,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,GI,BE,0.06642068922519684,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,GI,FZ,0.06685992330312729,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,GI,JZ,0.0666613057255745,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,GI,KZ,0.06710828095674515,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,GI,LZ,0.06653446704149246,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,GI,MN,0.06667447835206985,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,GI,OQ,0.06732433289289474,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,GI,RU,0.0663052648305893,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,JZ,BE,0.06662924587726593,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,JZ,FZ,0.06708227843046188,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,JZ,GI,0.06665726751089096,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,JZ,KZ,0.06722410023212433,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,JZ,LZ,0.06653802841901779,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,JZ,MN,0.06664957106113434,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,JZ,OQ,0.06747278571128845,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,JZ,RU,0.06628289073705673,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,KZ,BE,0.06599066406488419,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,KZ,FZ,0.06677716225385666,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,KZ,GI,0.06640085577964783,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,KZ,JZ,0.06631021946668625,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,KZ,LZ,0.06615018099546432,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,KZ,MN,0.06643476337194443,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,KZ,OQ,0.0668935775756836,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,KZ,RU,0.06605605781078339,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,LZ,BE,0.06716441363096237,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,LZ,FZ,0.06801696121692657,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,LZ,GI,0.06751207262277603,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,LZ,JZ,0.06736132502555847,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,LZ,KZ,0.06800582259893417,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,LZ,MN,0.06735523790121078,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,LZ,OQ,0.06825186312198639,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,LZ,RU,0.06701075285673141,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,MN,BE,0.06638888269662857,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,MN,FZ,0.06676432490348816,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,MN,GI,0.06641341745853424,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,MN,JZ,0.0663876086473465,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,MN,KZ,0.06693089753389359,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,MN,LZ,0.06626416742801666,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,MN,OQ,0.06717400252819061,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,MN,RU,0.06608223170042038,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,OQ,BE,0.0655549168586731,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,OQ,FZ,0.06618483364582062,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,OQ,GI,0.06600981205701828,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,OQ,JZ,0.06589192152023315,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,OQ,KZ,0.06637006998062134,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
FR,ZE2020,2015,2021,OQ,LZ,0.06578949838876724,0.5,0.5,0.5,2,negative,0.5,0.701934207987652,covid,ASSOCIATION_CANDIDATE,real_observed_association_score,analytic_association_only,0.5
