region_id,observation_year,sector_a10,sector_employment,country,source_label,region_name,region_level,flag_target_concept,meta_region_system,meta_source_label
BE_anvers,2008,JZ,11037.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2008,KZ,14942.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2008,LZ,1427.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2008,MN,54321.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2008,OQ,115118.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2008,RU,12970.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2009,BE,57754.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2009,FZ,19933.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2009,GI,101811.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2009,JZ,10277.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2009,KZ,14347.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2009,LZ,1463.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2009,MN,55323.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2009,OQ,117976.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2009,RU,13092.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2010,BE,56186.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2010,FZ,20048.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2010,GI,102694.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2010,JZ,10177.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2010,KZ,14115.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2010,LZ,2197.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2010,MN,58657.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2010,OQ,118589.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2010,RU,13940.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2011,BE,54940.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2011,FZ,20060.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2011,GI,103235.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2011,JZ,10213.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2011,KZ,13917.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2011,LZ,2312.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2011,MN,61367.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2011,OQ,116721.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2011,RU,13819.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2012,BE,53059.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2012,FZ,19963.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2012,GI,101803.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2012,JZ,10221.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2012,KZ,14879.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2012,LZ,2271.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2012,MN,63911.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2012,OQ,116965.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2012,RU,13725.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2013,BE,51435.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2013,FZ,19773.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2013,GI,100247.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2013,JZ,10390.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2013,KZ,14522.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2013,LZ,2298.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2013,MN,64088.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2013,OQ,116522.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2013,RU,13381.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2014,BE,50390.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2014,FZ,20045.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2014,GI,98158.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2014,JZ,10224.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2014,KZ,14304.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2014,LZ,2290.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2014,MN,66839.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2014,OQ,119007.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2014,RU,13137.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2015,BE,49758.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2015,FZ,19499.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2015,GI,97388.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2015,JZ,10510.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2015,KZ,14856.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2015,LZ,2319.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2015,MN,72001.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2015,OQ,118422.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2015,RU,11980.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2016,BE,49662.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2016,FZ,19632.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2016,GI,97462.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2016,JZ,10774.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2016,KZ,14666.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2016,LZ,2404.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2016,MN,73490.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2016,OQ,120266.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2016,RU,12024.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2017,BE,49125.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2017,FZ,20025.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2017,GI,97046.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
BE_anvers,2017,JZ,12272.0,BE,ONSS Q4,Anvers,arrondissement,vat_first_registration,arrondissement,StatBel
