edge_id,source_node_id,target_node_id,decision_year,edge_type,edge_weight,signal_strength,stability_score,source_basis,source_relation_id,claim_status
ze_similarity__2017__0052_JZ__8403_JZ__ze_to_ze_similarity__0052__8403__,0052_JZ,8403_JZ,2017,ze_similarity,0.9738609642900624,0.9738609642900624,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0052__8403__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0052_KZ__2412_KZ__ze_to_ze_similarity__0052__2412__,0052_KZ,2412_KZ,2017,ze_similarity,0.9948156272076444,0.9948156272076444,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0052__2412__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0052_KZ__8403_KZ__ze_to_ze_similarity__0052__8403__,0052_KZ,8403_KZ,2017,ze_similarity,0.9738609642900624,0.9738609642900624,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0052__8403__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0052_LZ__2412_LZ__ze_to_ze_similarity__0052__2412__,0052_LZ,2412_LZ,2017,ze_similarity,0.9948156272076444,0.9948156272076444,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0052__2412__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0052_LZ__8403_LZ__ze_to_ze_similarity__0052__8403__,0052_LZ,8403_LZ,2017,ze_similarity,0.9738609642900624,0.9738609642900624,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0052__8403__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0052_MN__2412_MN__ze_to_ze_similarity__0052__2412__,0052_MN,2412_MN,2017,ze_similarity,0.9948156272076444,0.9948156272076444,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0052__2412__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0052_MN__8403_MN__ze_to_ze_similarity__0052__8403__,0052_MN,8403_MN,2017,ze_similarity,0.9738609642900624,0.9738609642900624,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0052__8403__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0052_OQ__2412_OQ__ze_to_ze_similarity__0052__2412__,0052_OQ,2412_OQ,2017,ze_similarity,0.9948156272076444,0.9948156272076444,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0052__2412__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0052_OQ__8403_OQ__ze_to_ze_similarity__0052__8403__,0052_OQ,8403_OQ,2017,ze_similarity,0.9738609642900624,0.9738609642900624,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0052__8403__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0052_RU__2412_RU__ze_to_ze_similarity__0052__2412__,0052_RU,2412_RU,2017,ze_similarity,0.9948156272076444,0.9948156272076444,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0052__2412__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0052_RU__8403_RU__ze_to_ze_similarity__0052__8403__,0052_RU,8403_RU,2017,ze_similarity,0.9738609642900624,0.9738609642900624,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0052__8403__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_BE__5214_BE__ze_to_ze_similarity__0053__5214__,0053_BE,5214_BE,2017,ze_similarity,0.9999997351041744,0.9999997351041744,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__5214__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_BE__7614_BE__ze_to_ze_similarity__0053__7614__,0053_BE,7614_BE,2017,ze_similarity,0.9999933564531688,0.9999933564531688,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__7614__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_BE__9316_BE__ze_to_ze_similarity__0053__9316__,0053_BE,9316_BE,2017,ze_similarity,0.9999965758224042,0.9999965758224042,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__9316__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_FZ__5214_FZ__ze_to_ze_similarity__0053__5214__,0053_FZ,5214_FZ,2017,ze_similarity,0.9999997351041744,0.9999997351041744,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__5214__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_FZ__7614_FZ__ze_to_ze_similarity__0053__7614__,0053_FZ,7614_FZ,2017,ze_similarity,0.9999933564531688,0.9999933564531688,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__7614__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_FZ__9316_FZ__ze_to_ze_similarity__0053__9316__,0053_FZ,9316_FZ,2017,ze_similarity,0.9999965758224042,0.9999965758224042,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__9316__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_GI__5214_GI__ze_to_ze_similarity__0053__5214__,0053_GI,5214_GI,2017,ze_similarity,0.9999997351041744,0.9999997351041744,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__5214__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_GI__7614_GI__ze_to_ze_similarity__0053__7614__,0053_GI,7614_GI,2017,ze_similarity,0.9999933564531688,0.9999933564531688,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__7614__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_GI__9316_GI__ze_to_ze_similarity__0053__9316__,0053_GI,9316_GI,2017,ze_similarity,0.9999965758224042,0.9999965758224042,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__9316__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_JZ__5214_JZ__ze_to_ze_similarity__0053__5214__,0053_JZ,5214_JZ,2017,ze_similarity,0.9999997351041744,0.9999997351041744,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__5214__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_JZ__7614_JZ__ze_to_ze_similarity__0053__7614__,0053_JZ,7614_JZ,2017,ze_similarity,0.9999933564531688,0.9999933564531688,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__7614__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_JZ__9316_JZ__ze_to_ze_similarity__0053__9316__,0053_JZ,9316_JZ,2017,ze_similarity,0.9999965758224042,0.9999965758224042,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__9316__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_KZ__5214_KZ__ze_to_ze_similarity__0053__5214__,0053_KZ,5214_KZ,2017,ze_similarity,0.9999997351041744,0.9999997351041744,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__5214__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_KZ__7614_KZ__ze_to_ze_similarity__0053__7614__,0053_KZ,7614_KZ,2017,ze_similarity,0.9999933564531688,0.9999933564531688,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__7614__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_KZ__9316_KZ__ze_to_ze_similarity__0053__9316__,0053_KZ,9316_KZ,2017,ze_similarity,0.9999965758224042,0.9999965758224042,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__9316__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_LZ__5214_LZ__ze_to_ze_similarity__0053__5214__,0053_LZ,5214_LZ,2017,ze_similarity,0.9999997351041744,0.9999997351041744,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__5214__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_LZ__7614_LZ__ze_to_ze_similarity__0053__7614__,0053_LZ,7614_LZ,2017,ze_similarity,0.9999933564531688,0.9999933564531688,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__7614__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_LZ__9316_LZ__ze_to_ze_similarity__0053__9316__,0053_LZ,9316_LZ,2017,ze_similarity,0.9999965758224042,0.9999965758224042,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__9316__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_MN__5214_MN__ze_to_ze_similarity__0053__5214__,0053_MN,5214_MN,2017,ze_similarity,0.9999997351041744,0.9999997351041744,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__5214__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_MN__7614_MN__ze_to_ze_similarity__0053__7614__,0053_MN,7614_MN,2017,ze_similarity,0.9999933564531688,0.9999933564531688,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__7614__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_MN__9316_MN__ze_to_ze_similarity__0053__9316__,0053_MN,9316_MN,2017,ze_similarity,0.9999965758224042,0.9999965758224042,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__9316__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_OQ__5214_OQ__ze_to_ze_similarity__0053__5214__,0053_OQ,5214_OQ,2017,ze_similarity,0.9999997351041744,0.9999997351041744,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__5214__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_OQ__7614_OQ__ze_to_ze_similarity__0053__7614__,0053_OQ,7614_OQ,2017,ze_similarity,0.9999933564531688,0.9999933564531688,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__7614__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_OQ__9316_OQ__ze_to_ze_similarity__0053__9316__,0053_OQ,9316_OQ,2017,ze_similarity,0.9999965758224042,0.9999965758224042,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__9316__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_RU__5214_RU__ze_to_ze_similarity__0053__5214__,0053_RU,5214_RU,2017,ze_similarity,0.9999997351041744,0.9999997351041744,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__5214__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_RU__7614_RU__ze_to_ze_similarity__0053__7614__,0053_RU,7614_RU,2017,ze_similarity,0.9999933564531688,0.9999933564531688,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__7614__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0053_RU__9316_RU__ze_to_ze_similarity__0053__9316__,0053_RU,9316_RU,2017,ze_similarity,0.9999965758224042,0.9999965758224042,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0053__9316__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0054_BE__2718_BE__ze_to_ze_similarity__0054__2718__,0054_BE,2718_BE,2017,ze_similarity,0.9995535965286292,0.9995535965286292,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0054__2718__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0054_BE__2801_BE__ze_to_ze_similarity__0054__2801__,0054_BE,2801_BE,2017,ze_similarity,0.9996680672276574,0.9996680672276574,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0054__2801__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0054_BE__2804_BE__ze_to_ze_similarity__0054__2804__,0054_BE,2804_BE,2017,ze_similarity,0.9998682088446256,0.9998682088446256,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0054__2804__,dynamic_graph_edge_exploratory_not_causal
ze_similarity__2017__0054_BE__7529_BE__ze_to_ze_similarity__0054__7529__,0054_BE,7529_BE,2017,ze_similarity,0.999815953507002,0.999815953507002,0.1111111111111111,"build_fr_ze2020_relational_model_ready_panel.py::similarity_matrix_for_year (reconstructed edge list, Category A)",ze_to_ze_similarity__0054__7529__,dynamic_graph_edge_exploratory_not_causal
